region,date,dis,id,catg,target
304,1/2/2011,62,115379,11,1
305,16/12/2014,62,115385,11,0
103,14/12/2016,69,115390,11,0
101,10/1/2010,60,115391,11,0
371,1/12/2011,62,115396,11,0
101,26/12/2016,60,115397,11,0
306,1/6/2006,63,115400,11,0
312,7/9/2016,63,115404,11,0
304,20/1/2016,62,115406,11,0
306,17/6/2003,63,115410,11,0
101,24/10/2017,60,115417,11,0
306,23/8/2017,63,115420,11,0
311,31/5/2011,63,115422,11,0
312,13/10/2016,63,115423,11,0
307,5/5/2012,62,115428,11,0
105,2/1/2012,69,11543,11,0
107,17/9/2011,69,115432,11,0
310,13/4/2017,62,115441,11,0
107,21/10/2016,69,115443,11,0
101,21/5/2012,60,115446,11,0
301,30/12/2011,62,115452,11,0
305,3/12/1982,62,115453,11,0
301,14/10/1982,62,115455,11,0
101,27/3/2008,60,115456,11,0
104,4/3/2013,69,11546,11,0
101,7/10/1988,60,115461,11,0
104,16/5/2012,69,115462,11,0
306,17/5/1991,63,115463,11,0
101,20/1/2014,60,115464,11,0
104,29/12/1979,69,115465,11,0
309,9/9/2013,62,115466,11,0
101,9/6/1987,60,115467,11,0
103,11/7/2017,69,115471,11,0
104,27/6/2014,69,115476,11,0
306,17/11/2015,63,11548,11,0
311,8/3/2014,63,115483,11,0
104,28/6/2001,69,115484,11,0
309,9/12/1987,62,11549,11,0
379,14/10/1994,63,115491,11,0
206,15/12/2011,69,115492,11,0
103,3/9/2014,69,115495,11,0
101,29/12/2010,60,115497,11,0
312,28/4/2017,63,1155,11,0
305,29/8/2015,62,11550,11,0
310,13/12/2004,62,115501,11,0
304,10/6/2015,62,115503,11,0
311,19/8/1998,63,115506,11,0
311,18/6/2011,63,115509,11,0
101,21/12/2016,60,115514,11,0
304,27/12/2011,62,115517,11,0
107,17/9/2011,69,115518,11,0
311,4/4/2012,63,115519,11,0
103,16/4/2013,69,11552,11,0
101,30/1/2009,60,115524,11,0
101,27/9/1991,60,115527,11,0
303,7/2/2013,62,115529,11,0
104,28/8/2015,69,11553,11,0
372,25/5/2010,63,115534,11,0
301,30/8/2017,62,115535,11,0
103,19/5/2006,69,115537,11,0
311,25/3/2010,63,115538,11,0
104,15/12/1997,69,11554,11,0
104,23/6/2014,69,115540,11,0
302,14/2/2011,62,115541,11,0
107,17/12/2014,69,115545,11,0
302,4/9/2013,62,115547,11,0
104,19/9/1995,69,115552,11,1
310,20/1/2014,62,115553,11,0
303,18/7/2014,62,115560,11,0
306,21/10/2003,63,115562,11,0
371,29/11/2011,62,115566,11,0
107,15/1/2016,69,115572,11,0
101,29/12/2011,60,115573,11,0
309,21/1/2002,62,115574,11,0
312,20/7/2017,63,115575,11,0
301,1/2/2017,62,115577,11,0
101,24/11/2014,60,115578,11,0
303,19/11/2002,62,115581,11,0
303,29/8/1983,62,115582,11,0
103,17/11/2008,69,115587,11,1
301,8/4/2010,62,115589,11,0
312,18/12/2008,63,115590,11,0
311,15/1/2015,63,115593,11,0
107,10/6/2011,69,115595,11,0
104,10/9/2012,69,115597,11,0
104,12/5/1998,69,115598,11,0
379,23/11/2013,63,115599,11,0
101,30/9/2003,60,115601,11,0
101,19/5/2012,60,115602,11,0
306,21/11/2016,63,115604,11,0
105,2/8/1993,69,115606,11,0
310,27/4/2017,62,115607,11,0
101,12/9/2017,60,115609,11,0
306,1/4/2017,63,115611,11,0
371,8/6/1994,62,115612,11,0
301,3/12/2014,62,115614,11,0
101,17/2/1986,60,115618,11,0
371,30/12/2004,62,11562,11,0
107,12/11/2013,69,115624,11,1
311,29/8/2016,63,115626,11,0
311,23/9/2013,63,115628,11,0
371,12/10/2004,62,11563,11,0
101,29/5/2015,60,115630,11,0
101,26/9/2006,60,115631,11,0
303,21/4/2012,62,115635,11,0
307,13/10/2014,62,115636,11,0
101,24/7/1995,60,115639,11,0
101,6/1/2010,60,115643,11,0
306,7/6/1995,63,115644,11,0
101,24/7/2009,60,115646,11,0
303,10/4/2009,62,115648,11,0
311,9/2/2015,63,115650,11,0
310,20/12/2016,62,115651,11,0
101,28/2/1978,60,115654,11,0
104,3/3/2015,69,115655,11,0
311,6/11/2013,63,115656,11,0
307,13/11/2012,62,115657,11,0
301,30/3/1984,62,115658,11,0
103,28/2/1995,69,11566,11,0
101,8/4/2015,60,115664,11,0
101,22/5/2012,60,11567,11,0
306,4/2/2016,63,115670,11,0
101,3/12/2013,63,115671,11,0
101,13/12/1991,60,115672,11,0
103,23/8/1985,69,115679,11,0
103,30/9/2011,69,11568,11,0
302,20/11/2013,62,115681,11,1
312,30/11/2011,63,115683,11,0
371,3/12/2016,62,115684,11,0
306,6/7/1999,63,115688,11,0
101,18/9/2002,60,11569,11,0
101,16/5/2013,60,115697,11,0
303,20/12/2016,62,115698,11,0
107,11/11/2009,69,1157,11,0
301,13/5/2013,62,115702,11,0
101,12/11/2009,60,115705,11,0
101,10/11/2014,60,115706,11,0
104,22/9/2017,69,115708,11,0
312,7/3/2007,63,115709,11,1
104,22/7/1985,69,115711,11,0
101,18/5/2010,60,115715,11,0
103,23/11/2007,69,115719,11,0
371,19/9/2012,62,115721,11,0
302,4/12/2000,62,115722,11,0
107,17/3/2013,69,115725,11,0
107,8/6/2013,69,115726,11,0
105,9/5/2000,69,115728,11,0
104,4/11/2013,69,115733,11,0
101,30/9/2003,60,115734,11,0
301,13/2/2018,62,115736,11,0
303,17/8/2010,62,115737,11,1
101,3/12/2015,60,115740,11,0
307,12/11/2013,62,115741,11,0
311,30/11/1999,63,115742,11,0
101,31/12/1987,60,115743,11,0
302,22/10/2009,62,115745,11,1
304,3/9/1991,62,11575,11,0
303,20/5/2016,62,115750,11,0
105,7/10/2013,69,115752,11,0
107,29/9/2016,69,115756,11,0
101,19/2/2014,60,11576,11,0
308,31/12/2004,63,115763,11,0
301,12/5/2000,62,115769,11,0
101,25/12/2014,60,115770,11,0
101,22/4/2014,60,115771,11,0
312,19/9/2016,63,115774,11,0
107,11/3/2014,69,115777,11,0
304,12/12/1978,62,115779,11,0
107,10/11/1999,69,115782,11,0
311,23/2/2016,63,115783,11,0
101,3/6/2009,60,115784,11,0
101,22/6/1992,60,115785,11,0
101,25/12/2009,60,115793,11,0
311,3/3/2016,63,115795,11,0
101,16/2/2010,60,115799,11,0
104,19/2/2018,69,115804,11,0
101,30/6/2005,60,115805,11,1
306,30/7/2002,63,115808,11,0
379,15/8/2016,63,115810,11,0
307,21/5/2010,62,115811,11,0
104,19/11/1999,69,115812,11,0
104,12/8/2009,69,115813,11,0
302,20/1/1993,62,115817,11,0
101,11/6/2012,60,115818,11,0
101,23/8/1995,60,115819,11,0
303,27/3/2007,62,115823,11,0
101,25/11/2013,60,115824,11,0
104,15/8/1984,69,115826,11,0
101,27/11/2008,60,115827,12,0
107,6/2/2012,69,115830,11,0
101,13/4/2012,60,115831,11,0
302,2/2/1978,62,115832,11,0
301,8/8/2018,62,115834,11,0
101,21/12/2015,60,115837,11,0
103,3/7/2015,69,115839,11,0
104,25/11/2002,69,115842,11,0
104,31/8/1977,69,115844,11,0
371,16/5/2007,62,115847,11,0
312,6/12/2016,63,115848,11,0
101,7/3/2016,60,115849,11,0
101,13/5/2017,60,115852,11,0
311,28/11/2002,63,115853,11,0
104,24/10/1983,69,115864,11,0
303,22/8/2003,62,115866,11,0
312,15/7/2010,63,115868,11,0
312,28/3/2002,63,115869,11,0
104,28/6/2012,69,115871,11,0
372,15/6/2017,63,115872,11,0
312,21/8/2017,63,115873,11,0
101,26/12/2016,60,115874,11,0
101,22/12/2016,60,115877,11,0
103,19/3/2014,69,115881,11,0
307,23/11/2016,62,115882,11,0
310,26/10/2013,62,115885,11,0
379,5/1/2016,63,115893,11,0
301,10/8/2010,62,115899,11,0
371,7/3/2008,62,115900,11,0
302,10/10/2012,62,115901,11,0
301,6/10/1982,62,115902,11,0
101,10/1/2013,60,115907,11,1
310,19/4/2017,62,115915,11,0
101,3/8/2011,60,115917,11,0
301,21/2/2012,62,115926,11,0
101,3/5/2005,60,115927,11,0
308,26/3/2012,63,115931,11,0
101,30/7/2007,60,115932,11,1
307,23/2/2008,62,115933,11,0
304,22/11/2017,62,115936,51,0
101,4/1/2016,60,115939,11,0
303,18/12/2010,62,11594,11,0
310,1/3/2010,62,115940,11,0
306,30/9/2014,63,115944,11,0
311,30/3/1990,63,115945,11,0
312,25/3/2017,63,115946,11,0
371,10/12/1985,62,11595,11,0
104,2/8/2012,69,115951,11,0
301,12/12/2012,62,115952,11,0
101,23/10/2008,60,115956,11,0
107,5/11/2009,69,115957,11,0
311,1/9/2016,63,115958,11,1
107,8/11/1994,69,115964,11,0
371,20/5/2005,62,115970,12,0
107,1/7/2016,69,115975,11,0
371,29/12/1993,62,115977,11,0
104,10/11/2011,69,115979,11,0
101,13/12/2004,60,115982,11,0
101,20/12/1999,60,115983,11,0
101,24/5/1985,60,115984,11,0
101,4/7/2008,60,115986,11,0
312,13/5/2008,63,115988,11,0
107,27/5/2014,69,115990,11,0
312,14/12/2013,63,115992,11,0
301,17/3/2006,62,115993,11,0
304,22/11/2011,62,115994,11,1
103,9/11/2015,69,1160,11,0
305,10/12/2016,62,116000,11,0
303,20/8/2015,62,116003,11,0
107,11/3/2014,69,116007,11,0
301,7/4/2015,62,116008,11,0
311,26/12/1994,63,116015,11,0
103,7/12/2012,69,116020,51,0
306,26/12/2006,63,116026,12,1
107,18/6/1999,69,116029,11,0
303,4/10/2000,62,11603,11,0
101,1/6/2012,60,116031,11,0
101,8/12/2009,60,116032,11,0
103,5/10/2016,69,116033,11,0
301,16/11/2015,62,116034,11,0
311,12/11/1992,63,116035,11,0
311,10/6/2014,63,116037,11,0
107,31/1/2002,69,11604,11,0
310,18/6/2011,62,116040,11,0
311,1/6/2016,63,116044,11,0
372,18/12/2015,63,116047,11,0
301,8/1/2013,62,116055,11,0
303,14/8/2015,62,116057,11,0
307,9/11/2017,62,116064,11,0
104,24/2/2014,69,116065,11,0
301,5/8/2017,62,116069,11,0
104,7/11/2016,69,11607,11,0
103,2/4/2013,69,116070,11,0
105,19/9/1988,69,116072,11,0
301,22/5/1985,62,116075,11,0
104,21/10/2016,69,116077,11,0
107,29/12/2012,69,116078,11,0
311,23/8/1995,63,116080,11,0
101,1/6/1998,60,116084,12,0
104,27/9/2010,69,116085,11,0
301,15/12/2011,62,116086,11,0
311,25/3/1998,63,116089,11,0
312,10/3/2010,63,116091,11,0
307,4/1/2010,62,116093,11,1
306,31/7/1985,63,116098,11,0
371,14/10/2011,62,116100,11,0
104,2/1/2008,69,116101,12,0
311,28/1/2003,63,116103,11,0
107,5/12/2014,69,116104,11,0
304,10/4/2012,62,116112,11,0
311,9/10/2014,63,116114,11,0
302,15/1/2015,62,116118,11,0
309,26/5/2014,62,116119,11,0
101,2/6/2008,63,11612,11,0
101,30/10/1985,60,116120,11,0
311,5/4/2016,63,116124,11,0
104,31/1/1997,69,116125,12,0
101,27/8/2014,60,116126,11,0
371,10/9/2012,62,116131,11,0
103,5/3/2011,69,116132,11,0
103,15/11/2010,69,116133,11,0
101,4/11/1981,60,116134,11,0
301,4/9/2009,62,116136,11,0
101,17/11/2016,60,11614,11,0
306,14/5/2011,63,116140,11,0
101,12/2/1998,60,116142,11,0
101,17/5/2010,60,116146,11,0
101,1/1/1997,60,116147,11,0
302,20/9/2007,62,116149,11,1
306,23/5/2002,63,11615,11,0
311,8/4/1993,63,116151,11,0
311,7/7/2012,63,116152,11,0
105,26/10/1982,69,116159,11,1
309,8/10/2014,62,11616,11,0
301,1/4/2016,62,116160,11,0
301,18/11/2008,62,116161,11,0
103,14/8/2010,69,116162,11,0
101,30/9/2015,60,116163,11,0
101,18/12/2013,60,116165,11,0
101,6/9/2002,60,116168,11,1
311,22/12/2016,63,116169,11,0
303,23/5/1995,62,116172,11,0
311,25/4/2011,63,116176,11,0
104,29/4/1983,69,116177,11,0
310,8/8/2017,62,116178,12,0
101,14/5/2014,60,11618,11,0
301,14/10/2014,62,116181,11,0
312,15/4/2009,63,116182,11,0
310,17/5/2016,62,116184,11,0
104,21/12/1998,69,116186,11,0
312,22/9/2015,63,116187,11,0
107,29/9/2016,69,116189,11,0
311,8/7/2015,63,116190,11,0
306,29/10/1997,63,116191,11,0
309,23/11/2015,62,116192,11,0
101,27/6/2008,60,116193,11,0
101,27/9/2017,60,116195,11,0
101,18/5/2015,60,116196,11,0
101,15/4/1996,60,116200,11,0
304,21/10/1978,62,116208,11,0
309,19/9/2006,62,116209,11,0
103,2/12/2010,69,11621,11,0
309,26/9/1988,62,116211,11,0
101,17/11/2014,60,116214,11,0
104,9/3/2011,69,116218,11,0
101,27/11/1992,60,116221,11,0
303,21/10/2010,62,116222,11,0
311,31/5/2011,63,116223,11,0
309,11/9/1992,62,116227,12,0
306,24/9/2002,63,116228,11,0
304,28/11/2006,62,116236,11,0
101,7/10/2010,60,116243,11,0
301,18/8/2015,62,116244,11,0
104,26/7/2013,69,116245,11,0
107,24/2/2010,69,11625,11,1
301,29/12/2017,62,116251,11,0
101,5/5/2009,60,116254,11,0
104,11/12/2006,69,116255,11,0
311,20/5/2010,63,116265,11,0
303,2/2/2017,62,116266,11,0
107,31/1/2002,69,11627,11,0
301,8/5/1985,62,116270,11,0
104,15/8/2010,69,116271,11,0
101,30/3/1990,60,116272,11,0
104,8/2/2016,69,116275,11,0
104,11/10/2009,69,11628,11,0
103,14/4/2010,69,116282,11,0
103,8/6/1989,69,116283,11,0
106,30/11/2006,69,116284,11,0
308,30/9/2015,63,116285,11,0
101,16/2/2017,60,116286,11,0
311,20/4/2015,63,116288,11,0
101,30/11/2000,60,116297,11,0
301,21/11/2014,62,116298,11,0
104,18/10/2012,69,116299,11,0
304,9/1/2018,62,11630,11,0
304,25/1/2018,62,116300,11,0
101,14/11/2003,60,116301,11,0
101,29/12/1993,60,116302,11,0
310,14/5/2011,62,116303,11,0
103,19/5/2018,69,116306,51,1
104,19/10/1982,69,116307,11,0
101,13/5/2016,60,116308,11,0
101,22/7/2005,60,116309,11,0
303,29/10/2002,62,11631,11,0
371,10/9/2012,62,116313,11,0
306,8/2/2018,63,116315,11,0
101,27/3/2006,60,116316,11,0
101,2/11/2006,60,116317,11,0
103,3/11/2014,69,116318,11,0
104,5/7/2000,69,11632,11,0
101,6/11/2013,60,116322,11,0
104,3/12/2016,69,116323,11,1
307,13/10/2012,62,116324,11,0
313,5/5/2015,63,116325,11,0
312,7/12/2013,63,116331,11,0
303,2/5/2006,62,116333,11,0
104,30/11/2015,69,116334,11,0
310,6/9/2017,62,116337,11,0
104,16/5/2013,69,116340,11,0
103,4/12/2007,69,116341,11,0
107,24/6/2016,69,116346,11,0
303,18/6/2011,62,116351,11,0
311,24/10/2013,63,116352,11,0
101,2/7/2013,60,116353,11,0
371,18/6/2016,62,116354,11,0
303,19/5/1998,62,116355,11,0
104,27/9/1994,69,116356,11,0
311,2/11/2013,63,116357,11,0
301,23/9/2008,62,116358,11,0
104,10/12/2014,69,116359,11,0
101,19/3/1991,63,116360,11,0
101,31/12/1992,60,116361,11,0
310,15/1/2016,62,116363,11,0
101,5/6/2002,60,116365,11,0
101,8/6/2010,60,116372,11,0
101,1/11/1991,63,116374,11,0
101,29/1/2013,60,116375,11,0
104,3/12/2011,69,116377,11,0
101,26/12/2012,60,116378,11,0
101,4/11/2010,60,116382,11,0
107,11/8/1986,69,116383,11,0
305,28/4/2015,62,116386,11,0
101,17/3/2010,60,116389,11,0
306,31/8/2004,63,11639,11,0
103,12/3/2015,69,116391,11,0
107,11/5/1978,69,116392,11,0
105,19/9/1988,69,116395,11,0
103,16/6/2016,69,116398,11,0
310,4/5/2017,62,116399,11,0
301,14/2/1983,62,116404,12,1
101,2/9/2015,60,116406,11,0
310,19/12/2014,62,116408,11,0
303,19/11/2015,62,116412,11,0
101,1/2/2010,60,116413,11,0
302,2/12/2016,62,116416,11,0
101,22/2/2013,60,116417,11,0
107,31/1/1997,69,116418,11,0
303,7/12/2012,62,116419,11,0
101,18/10/2016,60,11642,11,0
107,8/12/2014,69,116422,11,0
301,26/4/2016,62,116423,11,0
101,18/4/2008,60,116426,11,0
105,22/9/1987,69,116427,11,0
107,12/4/2008,69,116438,11,0
311,17/10/2017,63,116439,11,0
301,18/11/2015,62,116441,11,0
307,12/10/2005,62,116443,11,0
101,27/3/2002,60,116444,11,0
311,8/2/2016,63,116445,11,0
107,25/11/1994,69,116447,11,0
303,20/11/1997,62,116449,11,0
101,28/3/2015,60,116452,11,0
101,7/12/2008,60,116453,11,0
305,15/1/2018,62,116454,11,0
304,13/11/1989,62,116455,11,0
101,17/11/1997,60,116456,11,0
101,23/6/2006,63,116458,11,0
306,7/10/1988,63,116464,11,0
311,28/9/2016,63,116466,11,0
107,21/12/2016,69,116473,11,0
311,21/2/2008,63,116474,11,0
313,17/6/2014,63,116476,11,0
103,24/4/2012,69,116477,11,1
302,13/11/2000,62,116478,11,0
107,6/6/2017,69,11648,11,0
306,28/2/2013,63,116483,11,0
311,22/10/2012,63,116484,11,0
104,23/6/2014,69,116485,11,0
301,5/9/2015,62,116486,11,0
312,27/12/2014,63,116488,11,0
101,24/6/1994,60,116491,11,0
101,26/12/1993,60,116498,11,0
303,17/2/2015,62,116499,11,0
311,8/3/2016,63,11650,11,0
301,21/1/2010,62,116513,12,0
107,17/5/2013,69,116516,11,0
312,20/4/2015,63,116522,11,0
311,14/8/2003,63,116523,11,0
303,25/1/2018,62,116526,11,0
301,8/2/2010,62,11653,11,0
302,10/5/2010,62,116534,11,0
311,7/8/2012,63,116535,11,1
101,15/4/1996,60,116537,11,0
101,11/2/2008,60,116538,11,0
303,5/10/2009,62,116539,11,0
101,11/2/2017,60,116541,11,0
310,23/1/2017,62,116542,11,0
301,6/12/2016,62,11655,11,0
107,15/5/2013,69,116551,11,0
304,10/7/2014,62,116557,11,0
107,20/11/2015,69,116564,11,0
304,31/7/2008,62,116569,11,0
107,22/12/2015,69,116570,11,0
312,4/9/2015,63,116571,11,0
104,30/9/2003,69,116576,11,0
206,30/4/2015,69,116577,11,0
101,25/6/2014,60,116584,11,0
303,29/1/2014,62,116588,11,0
379,21/12/1986,63,116589,11,0
101,24/10/2008,60,11659,11,0
311,18/10/2014,63,116590,11,0
104,28/8/2015,69,116593,11,0
101,28/12/2016,60,116594,51,0
103,4/12/2012,69,116595,11,0
101,6/11/2013,60,116600,11,0
399,13/7/1982,63,116606,11,0
101,31/7/2015,60,116607,11,0
306,31/7/1985,63,116609,11,0
306,12/3/2015,63,116610,11,0
301,24/12/1993,62,116611,11,0
107,1/1/1997,69,116613,11,0
103,17/11/2014,69,116615,11,0
106,27/10/1980,69,116617,11,0
301,16/9/1986,62,116618,11,0
101,20/10/1988,60,116619,11,0
307,22/1/2010,62,11662,11,0
104,12/7/1999,69,116622,11,0
309,16/9/2015,62,116624,11,0
101,7/5/1993,63,116630,11,0
105,26/7/2016,69,116635,11,0
104,31/7/2012,69,116640,11,0
107,29/9/2000,69,116641,11,0
305,21/2/2011,62,116646,11,0
311,14/10/2014,63,11665,11,0
301,9/3/1978,62,116651,11,0
101,6/6/2007,60,116653,11,0
303,7/6/1978,62,116655,11,0
312,9/2/2018,63,116663,11,0
107,24/12/2012,69,116665,11,0
101,30/12/2013,60,116666,11,0
101,30/6/2014,60,11667,11,0
107,19/12/2012,69,116675,11,0
101,2/3/2004,60,116676,11,0
101,10/8/2010,60,116679,11,0
302,30/3/2017,62,116683,11,0
311,21/2/2017,63,116687,11,0
103,5/12/2006,69,116688,11,0
310,30/10/2000,62,116691,11,0
103,17/1/2014,69,116692,11,0
101,13/11/2014,60,116693,11,0
305,18/6/2009,62,116705,11,0
311,2/6/2014,63,116708,11,0
302,10/4/2003,62,116711,11,0
107,7/12/2015,69,116714,11,0
104,30/9/1998,69,116717,11,0
107,24/5/2012,69,116718,11,0
312,27/2/2017,63,116720,11,0
107,25/2/2013,69,116722,11,0
301,14/10/2014,62,116724,11,0
312,24/4/2014,63,116726,11,0
101,27/1/1992,60,116729,11,0
101,31/3/2009,60,116734,11,0
304,2/4/2014,62,116736,11,0
301,14/9/2015,62,116737,11,0
104,13/6/2016,69,116740,11,0
306,4/12/2007,63,116750,11,0
107,13/9/1996,69,116751,12,0
313,13/11/2013,63,116755,11,0
104,28/10/2005,69,116756,11,0
304,27/10/1982,62,116757,11,0
101,20/9/2007,60,116759,11,0
104,12/9/2003,69,116761,11,0
107,27/9/2010,69,116765,11,0
103,3/9/2013,69,116767,11,0
101,13/9/2011,60,116771,11,0
101,30/4/1999,60,116781,11,0
104,24/11/1995,69,116783,11,0
301,17/10/2014,62,116784,11,0
310,6/1/2010,62,116787,11,0
372,30/9/2010,63,116788,11,0
101,2/7/2007,60,11679,11,0
301,18/4/1985,62,116790,11,1
310,28/6/2017,62,116794,11,0
307,21/5/2010,62,116795,11,0
107,18/6/2016,69,116796,11,0
104,20/12/2016,69,116799,11,0
104,8/3/1996,69,11680,11,0
107,19/4/2014,69,116801,11,0
101,8/6/2007,60,11681,11,0
306,17/9/1979,63,116811,11,0
107,3/11/2014,69,116814,11,0
101,9/6/2014,60,116817,11,0
101,1/4/2013,60,116825,11,0
306,16/10/2014,63,116826,11,0
105,14/6/2013,69,116827,11,0
101,17/7/1992,60,116828,11,0
302,20/5/2013,62,116830,11,0
103,7/5/2013,69,116832,11,0
101,6/6/2013,60,116835,11,0
101,17/5/2012,60,116838,11,0
310,30/11/1999,62,116843,11,0
305,11/5/2009,62,116845,11,0
101,19/12/1978,60,116846,11,0
104,28/12/1995,69,116852,11,0
301,29/12/2010,62,116856,11,0
101,15/12/1995,60,116858,11,0
101,6/4/2007,60,11686,11,0
101,21/10/2011,60,116860,11,0
303,6/3/2018,62,116862,11,0
101,20/8/1984,60,116869,11,0
107,8/8/2012,69,116870,11,0
303,3/3/2016,62,116873,11,0
306,19/12/1997,63,116875,11,0
312,8/4/2015,63,116880,11,0
107,30/5/1978,69,116883,11,0
101,27/3/1985,60,116884,11,0
104,5/9/2014,69,116889,11,0
303,14/12/1998,62,11689,11,0
101,7/5/1997,60,116894,11,0
103,25/11/2016,69,116895,11,0
107,22/12/2016,69,116896,11,0
106,8/7/2005,69,11690,11,0
301,19/4/1999,62,116904,11,0
304,16/9/2015,62,116906,11,0
305,12/4/2013,62,116909,11,0
103,28/10/2013,69,11691,11,1
104,11/12/2018,69,116913,11,0
301,8/6/2015,62,116914,11,0
309,19/6/2010,62,116915,11,0
101,24/12/2013,60,116918,11,0
101,20/12/2000,60,116921,11,0
311,9/6/2008,63,116925,11,0
305,24/4/1996,62,116927,11,0
303,27/3/2017,62,116928,11,0
312,17/3/2017,63,116930,11,0
101,19/10/2010,63,116931,11,0
101,10/12/2002,63,116932,11,0
107,30/7/1997,69,116933,11,0
101,16/6/2003,60,116935,11,0
104,19/10/1999,69,116936,11,0
302,8/6/2015,62,116939,11,0
104,5/4/2010,69,11694,11,0
107,10/6/1983,69,116940,11,0
107,1/7/2016,69,116945,11,0
302,30/9/2014,62,116947,11,0
103,20/8/2016,69,116949,11,0
308,31/12/2011,63,116954,11,0
306,29/4/2010,63,116956,11,0
308,26/9/2014,63,116959,11,0
101,19/8/2011,60,11696,11,0
311,17/11/1995,63,116963,11,0
310,24/11/2016,62,116965,11,0
103,31/5/2017,69,116968,11,0
302,21/4/1997,62,116969,11,0
308,29/10/2015,63,116972,11,0
371,22/10/1991,62,116973,11,0
307,29/11/2005,62,116975,11,0
301,4/8/1978,62,116979,11,0
104,24/9/1981,69,116983,11,0
304,18/2/2016,62,116986,11,0
101,4/10/2016,60,116988,11,0
306,3/11/1993,63,116989,11,0
312,14/5/2015,63,116990,11,0
301,7/12/2015,62,116991,11,0
101,11/4/2016,60,116994,11,1
305,4/9/2010,62,116995,11,0
311,6/12/2014,63,117002,11,0
309,17/1/2017,62,117004,11,0
306,10/4/2014,63,117008,11,0
103,31/5/2010,69,11701,11,0
311,3/9/2014,63,117013,11,0
303,21/4/2004,62,117015,11,0
101,29/3/2017,60,117020,11,0
310,18/5/2009,62,117021,11,0
101,27/3/1986,60,117023,11,0
301,15/12/2000,62,117031,11,0
104,30/12/1988,69,117038,11,0
302,10/8/2016,62,11704,11,0
101,28/10/2013,60,117046,11,0
304,4/7/2014,62,117047,11,0
101,14/5/1993,60,117048,11,1
305,8/7/1978,62,117052,11,0
104,23/2/2017,69,117054,11,0
310,20/4/2018,62,117055,11,0
371,8/6/1994,62,117058,11,0
303,12/11/2014,62,11706,11,0
302,22/9/2008,62,117061,11,0
311,27/9/2016,63,117063,11,0
101,29/5/2010,60,117067,11,0
307,13/11/2013,62,117068,11,0
371,31/12/1996,62,117069,11,0
101,7/3/2009,60,11707,11,0
101,24/9/1980,60,117070,11,0
107,7/5/2010,69,117078,11,0
302,28/4/2004,62,11708,11,0
301,12/11/2008,62,117084,11,0
104,16/11/2015,69,117087,11,0
107,24/6/2016,69,117088,11,0
302,19/10/2010,62,117091,11,0
104,19/9/1988,69,117092,11,0
107,13/12/2006,69,117093,11,0
303,16/4/1987,62,117094,11,0
101,19/2/2014,60,117101,11,1
101,28/5/2012,60,117102,11,0
107,30/9/1998,69,117105,11,0
104,15/7/2014,69,117106,11,0
101,7/5/2007,60,117109,51,0
101,9/10/2014,60,11711,11,0
312,20/1/2015,63,117114,11,0
371,14/10/2011,62,117119,11,0
101,25/10/2010,60,11712,11,0
302,25/2/1977,62,117120,11,0
104,28/4/2014,69,117121,11,0
307,9/10/2000,62,117123,12,0
101,27/5/2009,60,117125,11,0
371,13/3/2000,62,117126,11,0
107,17/9/2011,69,117129,51,1
311,31/12/2004,63,11713,11,0
306,25/8/2012,63,117131,11,0
101,12/9/2006,60,117132,11,0
101,26/12/2007,60,117137,11,0
103,15/12/2015,69,117140,11,0
302,14/5/2001,62,117144,11,0
107,30/6/2016,69,117148,51,0
101,24/3/2008,60,11715,11,0
311,29/8/2016,63,117152,11,0
101,4/12/2008,60,117154,11,0
303,27/3/2017,62,117155,11,0
309,16/12/2017,62,117156,11,0
101,14/8/2010,60,117159,11,0
104,5/12/2003,69,11716,11,1
104,6/8/2011,69,117163,11,0
104,26/7/2004,69,117166,11,0
311,8/2/2010,63,117168,11,0
305,17/12/2013,62,117173,11,0
101,9/3/1978,60,117174,11,0
101,4/1/2011,63,117175,11,0
303,10/2/1986,62,117179,11,0
311,21/8/1989,63,117180,11,0
103,11/10/2016,69,117187,11,0
103,5/8/2009,69,117189,11,0
103,27/11/2010,69,11719,11,1
103,7/3/2008,69,117195,11,0
104,5/12/2016,69,117196,11,0
103,4/8/2015,69,117199,11,0
107,19/3/2014,69,1172,11,0
302,24/9/2014,62,117202,11,0
310,30/11/1990,62,117203,11,0
107,30/1/2014,69,117204,11,0
301,25/10/2016,62,117205,11,0
304,31/12/1990,62,117206,11,0
107,11/2/1986,69,117207,11,0
301,4/9/2012,62,117208,11,0
306,12/12/2012,63,117216,11,0
312,23/4/2016,63,117220,11,0
104,30/12/1985,69,117221,11,0
101,9/12/1992,60,117230,11,0
107,25/9/2010,69,117231,11,0
371,27/12/1989,62,117234,11,0
303,10/1/1983,62,117235,11,0
306,14/8/1984,63,117236,11,0
107,18/2/2013,69,117238,11,0
104,8/9/2012,69,117240,11,0
311,19/3/2016,63,117241,11,0
311,29/12/2012,63,117247,11,0
101,24/10/2012,60,117249,11,1
309,17/2/2014,62,117250,11,0
311,30/9/2014,63,117254,11,0
379,4/12/2013,63,117255,11,0
101,17/10/2007,60,117260,11,0
301,28/3/2016,62,117262,11,0
107,20/11/2012,69,117263,11,0
101,1/3/2012,60,117268,11,0
311,5/6/2015,63,117269,11,0
104,21/12/1994,69,117272,11,0
371,8/2/2011,62,117277,11,0
104,9/6/2014,69,117280,11,0
104,23/6/2014,69,117284,11,0
